AppointmentID,AppointmentDateTime,PatientID,NHS_ID,PatientFirstName,PatientLastName,PatientDOB,PatientPostcode,ClinicName,Specialty,ProviderID,ProviderName,DiagnosisCode,DiagnosisDescription,AppointmentStatus
A1615,12/07/2025 08:11,P593,8538152823,William,Duck,08/11/1947,LL22 8NE,Singleton Hospital,Oncology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1616,12/07/2025 08:11,P505,6552352735,Anita,Ashby,07/04/1960,CF15 1CV,Morriston Hospital,Neurology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1617,12/07/2025 08:11,P635,3903915688,Vickie,Cullum,24/10/1979,CF21 4WI,University Hospital,Cardiology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1618,12/07/2025 08:11,P526,9469169603,Leslie,Ringgold,28/10/1983,SA21 4NV,Royal Glamorgan,Dermatology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1619,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1620,12/07/2025 08:11,P541,832854360,Marvin,Milliken,27/02/1982,CF29 7VF,Morriston Hospital,Neurology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1621,12/07/2025 08:11,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Morriston Hospital,Neurology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",DNA
A1622,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Singleton Hospital,Oncology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1623,12/07/2025 08:11,P644,2326057104,Ella,Hodge,12/09/1972,CF35 4GW,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1624,12/07/2025 08:11,P502,9623650574,Kim,Szala,11/02/1968,LL37 2PY,Morriston Hospital,Neurology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,DNA
A1625,12/07/2025 08:11,P564,2312161559,Paul,Dickerson,17/07/2008,SA29 5JO,University Hospital,Cardiology,D12,Dr. Thomas,I10,Essential hypertension,DNA
A1626,12/07/2025 08:11,P508,7632470530,Jeffrey,Iuliucci,01/02/1996,CF22 9WS,University Hospital,Cardiology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1627,12/07/2025 08:11,P510,8627669546,Michael,Rutter,21/11/1989,LL29 6QK,Royal Glamorgan,Dermatology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1628,12/07/2025 08:11,P611,6791575603,John,Schoberg,06/01/1958,CF15 9RJ,Prince Charles,Orthopaedics,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1629,12/07/2025 08:11,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Morriston Hospital,Neurology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,DNA
A1630,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Singleton Hospital,Oncology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1631,12/07/2025 08:11,P509,9788282938,Carolyn,King,01/11/1944,SA17 3EK,Singleton Hospital,Oncology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1632,12/07/2025 08:11,P500,3077417944,Robert,Baker,04/02/1979,LL33 2ZZ,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1633,12/07/2025 08:11,P630,8668713787,Charlotte,Hamilton,24/12/2003,SA14 4WK,University Hospital,Cardiology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1634,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,Singleton Hospital,Oncology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1635,12/07/2025 08:11,P609,8429081410,Rachel,Lopez,17/12/1941,CF37 8DY,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1636,12/07/2025 08:11,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Royal Glamorgan,Dermatology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1637,12/07/2025 08:11,P581,843268050,Eleanor,Monahan,12/01/2009,LL31 3EC,University Hospital,Cardiology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1638,12/07/2025 08:11,P575,8334569416,Ted,Wright,08/01/1950,SA36 2EY,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,M54.5,Low back pain,DNA
A1639,12/07/2025 08:11,P573,497824280,Samuel,Madera,01/03/1988,CF21 8SE,Royal Glamorgan,Dermatology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,DNA
A1640,12/07/2025 08:11,P623,3167396040,Anna,Perona,19/06/2000,CF10 1CE,Morriston Hospital,Neurology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1641,12/07/2025 08:11,P569,430702019,John,Bonney,18/03/2002,LL33 9SF,Royal Glamorgan,Dermatology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1642,12/07/2025 08:11,P542,9117640423,Brenda,Marshall,04/06/1988,LL10 3GF,Singleton Hospital,Oncology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1643,12/07/2025 08:11,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,University Hospital,Cardiology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,DNA
A1644,12/07/2025 08:11,P612,1786193175,Connie,Simpson,14/04/1974,LL11 7CP,Morriston Hospital,Neurology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1645,12/07/2025 08:11,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,University Hospital,Cardiology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1646,12/07/2025 08:11,P631,9407957845,Francisco,Wakefield,05/01/1975,SA14 6WV,University Hospital,Cardiology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1647,12/07/2025 08:11,P619,490375316,Lynn,Mclaughlin,22/01/1988,SA23 1UP,University Hospital,Cardiology,D45,Dr. Jones,J45.9,"Asthma, unspecified",DNA
A1648,12/07/2025 08:11,P515,2035388708,Brent,Stowell,01/11/1973,CF26 7LB,Singleton Hospital,Oncology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1649,12/07/2025 08:11,P540,720356083,Francis,Goodwin,09/12/1967,SA26 9RM,Morriston Hospital,Neurology,D21,Dr. Evans,I10,Essential hypertension,DNA
A1650,12/07/2025 08:11,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1651,12/07/2025 08:11,P605,5423142598,Thomas,Spicer,07/05/1985,CF18 5LV,Singleton Hospital,Oncology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",DNA
A1652,12/07/2025 08:11,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,Singleton Hospital,Oncology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1653,12/07/2025 08:11,P575,8334569416,Ted,Wright,08/01/1950,SA36 2EY,University Hospital,Cardiology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,DNA
A1654,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,University Hospital,Cardiology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",DNA
A1655,12/07/2025 08:11,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,Royal Glamorgan,Dermatology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1656,12/07/2025 08:11,P525,8526432982,Alene,Gooding,09/05/1987,SA35 2GY,Prince Charles,Orthopaedics,D21,Dr. Evans,I10,Essential hypertension,Attended
A1657,12/07/2025 08:11,P536,4964774724,Jamie,Weeks,11/10/1997,SA25 5SE,Royal Glamorgan,Dermatology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1658,12/07/2025 08:11,P612,1786193175,Connie,Simpson,14/04/1974,LL11 7CP,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1659,12/07/2025 08:11,P613,7723271123,Dario,Allen,07/11/1990,NP21 8DL,Royal Glamorgan,Dermatology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1660,12/07/2025 08:11,P556,7153427422,Tracy,Clarkson,07/05/1959,LL35 9TI,Morriston Hospital,Neurology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1661,12/07/2025 08:11,P525,8526432982,Alene,Gooding,09/05/1987,SA35 2GY,Morriston Hospital,Neurology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",DNA
A1662,12/07/2025 08:11,P564,2312161559,Paul,Dickerson,17/07/2008,SA29 5JO,Prince Charles,Orthopaedics,D45,Dr. Jones,M54.5,Low back pain,Attended
A1663,12/07/2025 08:11,P585,1702998959,Yolanda,Brown,13/04/1949,CF26 9DX,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1664,12/07/2025 08:11,P597,558100317,George,Williams,12/06/1964,LL39 6MN,University Hospital,Cardiology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1665,12/07/2025 08:11,P586,8600932777,Alexander,Mcfadden,24/11/1967,LL18 4WD,Royal Glamorgan,Dermatology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",DNA
A1666,12/07/2025 08:11,P599,2454405946,Sarah,Powers,28/07/1966,NP28 8QF,University Hospital,Cardiology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1667,12/07/2025 08:11,P584,2661527591,Johnny,Viloria,09/04/1968,CF10 3LE,Prince Charles,Orthopaedics,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1668,12/07/2025 08:11,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Prince Charles,Orthopaedics,D45,Dr. Jones,M54.5,Low back pain,Attended
A1669,12/07/2025 08:11,P530,5927478522,Susan,Collins,27/02/1941,CF23 6EG,Morriston Hospital,Neurology,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1670,12/07/2025 08:11,P531,283802200,Michael,Stevenson,19/02/1967,CF24 2HI,Prince Charles,Orthopaedics,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1671,12/07/2025 08:11,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,Morriston Hospital,Neurology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1672,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,Prince Charles,Orthopaedics,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1673,12/07/2025 08:11,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,Royal Glamorgan,Dermatology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1674,12/07/2025 08:11,P601,9744420626,Christopher,Webb,23/02/1972,LL15 2KG,University Hospital,Cardiology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1675,12/07/2025 08:11,P602,115740902,Belinda,Marvin,19/12/1979,LL37 1DM,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1676,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,Royal Glamorgan,Dermatology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1677,12/07/2025 08:11,P563,8722401334,Mabel,Conrad,06/07/1950,NP38 3YR,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1678,12/07/2025 08:11,P608,3920111346,Roosevelt,Schulze,07/01/2006,LL27 5SH,University Hospital,Cardiology,D45,Dr. Jones,J45.9,"Asthma, unspecified",DNA
A1679,12/07/2025 08:11,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1680,12/07/2025 08:11,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Morriston Hospital,Neurology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1681,12/07/2025 08:11,P603,9283097505,Sandra,Perkins,04/03/1981,LL26 7QL,University Hospital,Cardiology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1682,12/07/2025 08:11,P564,2312161559,Paul,Dickerson,17/07/2008,SA29 5JO,University Hospital,Cardiology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1683,12/07/2025 08:11,P582,5367215947,Karen,Rutledge,08/01/1957,NP16 4ZT,Royal Glamorgan,Dermatology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1684,12/07/2025 08:11,P504,1560423757,Michelle,Love,14/07/1995,SA19 7XC,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1685,12/07/2025 08:11,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,Singleton Hospital,Oncology,D88,Dr. Davies,J45.9,"Asthma, unspecified",DNA
A1686,12/07/2025 08:11,P610,4355503771,Everett,Lopez,08/06/1968,CF14 2WD,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,DNA
A1687,12/07/2025 08:11,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,Morriston Hospital,Neurology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1688,12/07/2025 08:11,P619,490375316,Lynn,Mclaughlin,22/01/1988,SA23 1UP,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1689,12/07/2025 08:11,P620,1350082724,William,Bradley,05/06/1957,NP19 7JG,Morriston Hospital,Neurology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1690,12/07/2025 08:11,P565,1035562804,James,Ovalle,04/04/1955,SA23 1EB,Singleton Hospital,Oncology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1691,12/07/2025 08:11,P579,3205357434,Ryan,Johnson,28/09/1953,LL10 7ZC,Singleton Hospital,Oncology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1692,12/07/2025 08:11,P603,9283097505,Sandra,Perkins,04/03/1981,LL26 7QL,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1693,12/07/2025 08:11,P507,2757465864,Michael,Woolem,25/09/1960,CF15 8LY,University Hospital,Cardiology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1694,12/07/2025 08:11,P587,535215401,Jose,Gill,28/04/1958,NP26 2IZ,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1695,12/07/2025 08:11,P591,6016868965,Shelby,Hammon,20/01/2001,LL25 7ZC,Morriston Hospital,Neurology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1696,12/07/2025 08:11,P630,8668713787,Charlotte,Hamilton,24/12/2003,SA14 4WK,Prince Charles,Orthopaedics,D21,Dr. Evans,M54.5,Low back pain,Attended
A1697,12/07/2025 08:11,P602,115740902,Belinda,Marvin,19/12/1979,LL37 1DM,Royal Glamorgan,Dermatology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,DNA
A1698,12/07/2025 08:11,P581,843268050,Eleanor,Monahan,12/01/2009,LL31 3EC,University Hospital,Cardiology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1699,12/07/2025 08:11,P638,1195530927,Mark,Martin,04/08/1942,NP34 3WH,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1700,12/07/2025 08:11,P640,4792665310,Robert,Marsh,06/04/2002,SA28 5NV,Singleton Hospital,Oncology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,DNA
A1701,12/07/2025 08:11,P636,9285632378,Robert,Konrad,24/11/1980,SA18 1XO,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1702,12/07/2025 08:11,P552,7717048590,Georgia,Spears,02/10/1956,CF15 4DF,Singleton Hospital,Oncology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1703,12/07/2025 08:11,P597,558100317,George,Williams,12/06/1964,LL39 6MN,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1704,12/07/2025 08:11,P501,1639707557,Christine,Morey,01/01/1969,CF39 9YJ,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1705,12/07/2025 08:11,P576,4770471416,Corinne,Mendoza,21/03/2006,LL28 2CM,Morriston Hospital,Neurology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1706,12/07/2025 08:11,P568,5900540227,David,Caplinger,06/03/1950,SA31 9DI,Morriston Hospital,Neurology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,DNA
A1707,12/07/2025 08:11,P620,1350082724,William,Bradley,05/06/1957,NP19 7JG,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1708,12/07/2025 08:11,P565,1035562804,James,Ovalle,04/04/1955,SA23 1EB,Royal Glamorgan,Dermatology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1709,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,University Hospital,Cardiology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1710,12/07/2025 08:11,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Singleton Hospital,Oncology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1711,12/07/2025 08:11,P551,2003100571,Herlinda,Womack,10/04/2008,CF20 7PV,Royal Glamorgan,Dermatology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",DNA
A1712,12/07/2025 08:11,P648,5540486900,Jeffrey,Longoria,01/10/1949,NP21 5SO,Prince Charles,Orthopaedics,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1713,12/07/2025 08:11,P644,2326057104,Ella,Hodge,12/09/1972,CF35 4GW,Royal Glamorgan,Dermatology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1714,12/07/2025 08:11,P530,5927478522,Susan,Collins,27/02/1941,CF23 6EG,Morriston Hospital,Neurology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1715,12/07/2025 08:11,P633,3072400741,Jeffrey,Foslien,06/09/1996,LL14 5JD,Morriston Hospital,Neurology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1716,12/07/2025 08:11,P555,3130247866,Michael,Smallwood,08/05/2006,LL36 7RM,Royal Glamorgan,Dermatology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,DNA
A1717,12/07/2025 08:11,P506,8037975193,Elizabeth,Smith,01/05/1941,NP21 1WV,Royal Glamorgan,Dermatology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1718,12/07/2025 08:11,P553,8111006888,Jill,Bachman,04/05/1988,LL11 5KL,Prince Charles,Orthopaedics,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1719,12/07/2025 08:11,P615,6540640056,Beatrice,Allen,16/07/1959,CF12 1CK,Morriston Hospital,Neurology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1720,12/07/2025 08:11,P622,2055099469,Roberta,Pena,17/01/1947,NP25 7PQ,Morriston Hospital,Neurology,D88,Dr. Davies,J45.9,"Asthma, unspecified",DNA
A1721,12/07/2025 08:11,P543,8932821836,Billie,Ebert,10/09/2003,CF36 4BY,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1722,12/07/2025 08:11,P567,8860164907,Deanna,Tronaas,02/12/2003,NP18 6WW,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1723,12/07/2025 08:11,P556,7153427422,Tracy,Clarkson,07/05/1959,LL35 9TI,University Hospital,Cardiology,D67,Dr. Williams,M54.5,Low back pain,Attended
A1724,12/07/2025 08:11,P556,7153427422,Tracy,Clarkson,07/05/1959,LL35 9TI,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1725,12/07/2025 08:11,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Morriston Hospital,Neurology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1726,12/07/2025 08:11,P617,9352052633,Jonathan,Guillotte,14/07/1953,SA34 3ML,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1727,12/07/2025 08:11,P596,522780253,Lillian,Pearson,27/10/1987,NP33 4YB,Singleton Hospital,Oncology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1728,12/07/2025 08:11,P599,2454405946,Sarah,Powers,28/07/1966,NP28 8QF,University Hospital,Cardiology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1729,12/07/2025 08:11,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,Royal Glamorgan,Dermatology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1730,12/07/2025 08:11,P537,390631620,Charles,Maldonado,13/07/1989,NP29 1XR,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1731,12/07/2025 08:11,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1732,12/07/2025 08:11,P617,9352052633,Jonathan,Guillotte,14/07/1953,SA34 3ML,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1733,12/07/2025 08:11,P503,573635722,Lindsay,Eskew,28/04/2006,LL11 3BW,Prince Charles,Orthopaedics,D67,Dr. Williams,M54.5,Low back pain,Attended
A1734,12/07/2025 08:11,P502,9623650574,Kim,Szala,11/02/1968,LL37 2PY,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1735,12/07/2025 08:11,P573,497824280,Samuel,Madera,01/03/1988,CF21 8SE,Morriston Hospital,Neurology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1736,12/07/2025 08:11,P576,4770471416,Corinne,Mendoza,21/03/2006,LL28 2CM,Prince Charles,Orthopaedics,D21,Dr. Evans,I10,Essential hypertension,Attended
A1737,12/07/2025 08:11,P648,5540486900,Jeffrey,Longoria,01/10/1949,NP21 5SO,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,DNA
A1738,12/07/2025 08:11,P537,390631620,Charles,Maldonado,13/07/1989,NP29 1XR,University Hospital,Cardiology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1739,12/07/2025 08:11,P634,4716065103,Jose,Delgado,18/12/1949,SA20 6YW,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1740,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,Morriston Hospital,Neurology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1741,12/07/2025 08:11,P648,5540486900,Jeffrey,Longoria,01/10/1949,NP21 5SO,Morriston Hospital,Neurology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,DNA
A1742,12/07/2025 08:11,P583,2745052071,Romeo,Mack,03/01/1981,SA38 5QE,Royal Glamorgan,Dermatology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1743,12/07/2025 08:11,P512,4971158170,Clarence,Sweeny,16/03/1994,SA30 4GW,Singleton Hospital,Oncology,D45,Dr. Jones,M54.5,Low back pain,DNA
A1744,12/07/2025 08:11,P536,4964774724,Jamie,Weeks,11/10/1997,SA25 5SE,Prince Charles,Orthopaedics,D45,Dr. Jones,M54.5,Low back pain,Attended
A1745,12/07/2025 08:11,P534,3840117496,Fern,Christian,26/04/1990,CF12 7CF,Prince Charles,Orthopaedics,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1746,12/07/2025 08:11,P515,2035388708,Brent,Stowell,01/11/1973,CF26 7LB,Prince Charles,Orthopaedics,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1747,12/07/2025 08:11,P644,2326057104,Ella,Hodge,12/09/1972,CF35 4GW,University Hospital,Cardiology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1748,12/07/2025 08:11,P512,4971158170,Clarence,Sweeny,16/03/1994,SA30 4GW,University Hospital,Cardiology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1749,12/07/2025 08:11,P586,8600932777,Alexander,Mcfadden,24/11/1967,LL18 4WD,University Hospital,Cardiology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,DNA
A1750,12/07/2025 08:11,P638,1195530927,Mark,Martin,04/08/1942,NP34 3WH,Prince Charles,Orthopaedics,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,DNA
A1751,12/07/2025 08:11,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,Royal Glamorgan,Dermatology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1752,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,University Hospital,Cardiology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",DNA
A1753,12/07/2025 08:11,P614,6427198327,Dave,Rupp,28/11/1952,CF11 8GL,Singleton Hospital,Oncology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,DNA
A1754,12/07/2025 08:11,P582,5367215947,Karen,Rutledge,08/01/1957,NP16 4ZT,Royal Glamorgan,Dermatology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1755,12/07/2025 08:11,P566,6598774578,Tiffany,Ward,27/03/2002,CF21 5ZR,University Hospital,Cardiology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1756,12/07/2025 08:11,P564,2312161559,Paul,Dickerson,17/07/2008,SA29 5JO,Morriston Hospital,Neurology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1757,12/07/2025 08:11,P606,292636466,Franklin,Baine,20/06/1989,CF27 1RF,Morriston Hospital,Neurology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1758,12/07/2025 08:11,P634,4716065103,Jose,Delgado,18/12/1949,SA20 6YW,Morriston Hospital,Neurology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1759,12/07/2025 08:11,P536,4964774724,Jamie,Weeks,11/10/1997,SA25 5SE,Royal Glamorgan,Dermatology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
